GeographyCode,QS110NI0001,QS110NI0002,QS110NI0003,QS110NI0004,QS110NI0005,QS110NI0006,QS110NI0007,QS110NI0008,QS110NI0009,QS110NI0010,QS110NI0011,QS110NI0012,QS110NI0013,QS110NI0014,QS110NI0015,QS110NI0016,QS110NI0017,QS110NI0018,QS110NI0019,QS110NI0020,QS110NI0021,QS110NI0022,QS110NI0023,QS110NI0024,QS110NI0025,QS110NI0026,QS110NI0027
95NN23S1,1562,122,41,81,1313,42,1092,84,180,569,259,2,27,8,3,13,3,150,39,47,64,127,10,66,0,2,49
95NN23S2,1775,149,51,98,1460,102,1089,152,184,477,276,0,61,26,28,4,3,208,69,77,62,166,76,41,0,15,34
95OO01W1,2546,167,84,83,2139,90,1742,172,244,981,345,0,74,20,14,37,3,233,51,85,97,240,58,81,0,6,95
95OO02W1,2166,149,75,74,1799,70,1491,162,249,703,377,0,48,30,9,9,0,190,44,21,125,218,52,61,2,3,100
95OO03W1,2621,206,105,101,2180,112,1646,170,270,852,354,0,116,46,39,28,3,306,77,108,121,235,64,81,0,8,82
95OO04W1,2507,216,111,105,2087,104,1604,150,331,816,307,0,81,26,15,31,9,298,65,133,100,204,14,76,0,7,107
95OO05W1,2688,285,71,214,1826,70,966,140,205,428,193,0,225,64,73,78,10,565,145,263,157,577,164,134,0,8,271
95OO06W1,2860,178,71,107,2395,112,1912,192,367,887,466,0,102,30,35,34,3,269,62,104,103,287,50,85,0,17,135
95OO07W1,2510,202,97,105,2086,96,1680,170,292,765,453,0,87,28,24,29,6,223,55,71,97,222,36,98,0,19,69
95OO08W1,2674,179,94,85,2266,112,1862,168,279,937,478,0,79,28,15,21,15,213,61,74,78,229,53,81,0,15,80
95OO09W1,2223,181,89,92,1808,76,1422,128,245,712,337,0,74,18,21,27,8,236,53,69,114,234,33,104,2,17,78
95OO10W1,3460,238,85,153,2869,98,2013,188,350,959,516,0,150,40,36,74,0,608,162,278,168,353,96,123,0,17,117
95OO11W1,2485,288,81,207,1834,54,1149,148,198,561,242,0,115,34,34,34,13,516,177,206,133,363,101,139,0,8,115
95OO12W1,2788,216,79,137,2301,82,1580,200,257,747,376,0,127,46,33,45,3,512,129,281,102,271,65,60,0,26,120
95OO13W1,2667,231,100,131,1823,110,1225,202,241,549,233,0,176,40,82,47,7,312,106,131,75,613,156,128,0,12,317
95OO14W1,2588,182,90,92,2125,120,1693,190,256,927,320,0,101,34,15,49,3,211,48,73,90,281,30,153,0,9,89
95OO15W1,2353,231,90,141,1675,86,1011,98,181,507,225,0,123,34,31,46,12,455,137,190,128,447,120,168,6,14,139
95OO16W1,2114,249,126,123,1718,112,1207,178,192,539,298,0,147,68,24,43,12,252,72,59,121,147,15,33,0,2,97
95OO17W1,2724,204,83,121,2298,142,1777,274,317,831,355,0,118,40,30,45,3,261,61,89,111,222,29,100,0,15,78
95OO18W1,2891,306,115,191,2004,136,1341,164,255,641,281,0,190,64,68,58,0,337,100,121,116,581,192,113,2,17,257
95OO19W1,2989,246,99,147,2417,100,1875,174,337,1078,286,0,136,64,36,25,11,306,87,103,116,326,85,108,0,11,122
95OO20W1,2155,254,115,139,1691,144,1185,186,195,584,220,0,137,50,30,54,3,225,59,76,90,210,88,43,0,10,69
95OO21W1,2351,279,112,167,1643,120,1054,138,213,508,195,0,156,42,45,60,9,313,75,129,109,429,83,131,0,9,206
95OO22W1,3102,169,56,113,2647,72,2058,158,336,1087,477,0,90,28,14,40,8,427,80,158,189,286,65,117,0,19,85
95PP01W1,2586,243,102,141,2110,126,1623,226,285,835,277,0,124,36,18,60,10,237,44,82,111,233,72,75,4,11,71
95PP02W1,2541,274,139,135,1934,138,1535,198,207,738,392,0,78,30,23,25,0,183,39,59,85,333,63,134,0,27,109
95PP03W1,2512,303,130,173,1961,108,1481,178,313,639,351,0,94,38,32,24,0,278,78,85,115,248,54,72,0,7,115
95PP04W1,3171,230,110,120,2609,118,2023,230,292,1051,450,0,191,50,42,93,6,277,61,65,151,332,76,87,0,10,159
95PP05W1,2329,192,100,92,1887,110,1487,178,221,737,351,0,74,28,10,30,6,216,41,58,117,250,39,67,0,15,129
95PP06S1,1953,207,47,160,1547,34,885,138,165,424,158,0,192,70,57,55,10,436,144,196,96,199,65,45,3,4,82
95PP06S2,1840,256,105,151,1437,101,1047,184,168,458,237,0,114,48,27,36,3,175,53,56,66,147,39,30,0,10,68
95PP07W1,2728,250,111,139,2265,96,1801,240,256,903,402,0,115,50,21,44,0,253,59,86,108,213,60,47,0,19,87
95PP08W1,2678,244,123,121,2070,78,1646,188,254,771,433,0,127,54,33,36,4,219,41,62,116,364,38,124,0,20,182
95PP09W1,1607,303,118,185,1081,72,487,84,90,160,153,0,136,44,37,52,3,386,104,128,154,223,45,46,3,2,127
95PP10W1,2387,150,74,76,1965,128,1546,176,295,728,347,0,100,24,22,51,3,191,29,53,109,272,30,102,0,15,125
95PP11W1,2553,305,115,190,1921,146,1051,214,143,455,239,0,221,62,36,106,17,503,137,221,145,327,68,99,9,8,143
95PP12W1,2602,199,93,106,2131,92,1739,226,242,859,412,0,94,20,39,30,5,206,31,69,106,272,55,94,0,35,88
95PP13W1,2585,364,163,201,2043,116,1343,166,194,675,308,0,214,78,45,83,8,370,120,127,123,178,45,52,0,14,67
95PP14S1,1555,163,80,83,1261,46,975,124,142,510,199,0,55,18,18,13,6,185,25,89,71,131,26,62,0,6,37
95PP14S2,2046,210,88,122,1634,124,1220,204,218,571,227,0,115,58,28,26,3,175,58,54,63,202,64,55,0,20,63
95PP15W1,3182,236,97,139,2591,132,1993,254,292,1121,326,0,174,48,27,90,9,292,77,119,96,355,74,125,6,12,138
95PP16W1,1877,167,80,87,1498,142,1146,218,193,481,254,0,73,38,9,26,0,137,25,51,61,212,33,108,9,7,55
95PP17W1,2486,338,142,196,1907,118,1196,194,247,479,276,0,178,70,64,33,11,415,89,182,144,241,60,63,0,6,112
95PP18W1,3117,232,108,124,2536,122,1896,252,337,893,414,2,188,78,41,48,21,328,55,112,161,349,70,162,0,22,95
95PP19W1,2502,256,86,170,2011,106,1432,146,233,742,311,0,119,36,46,30,7,354,99,118,137,235,69,57,0,10,99
95PP20W1,3103,526,188,338,2235,108,1392,246,229,593,324,0,270,146,46,69,9,465,162,168,135,342,64,81,3,17,177
95PP21W1,2167,200,95,105,1757,72,1330,138,212,628,352,0,79,38,9,27,5,276,60,94,122,210,24,49,0,18,119
95PP22W1,2442,309,132,177,1927,154,1268,234,198,546,290,0,159,62,35,47,15,346,81,136,129,206,40,35,3,20,108
95PP23W1,2515,199,90,109,2054,98,1599,216,269,759,355,0,84,32,18,28,6,273,47,97,129,262,59,54,5,18,126
95QQ01W1,1483,263,106,157,1090,120,498,134,116,126,122,0,129,48,36,39,6,343,83,136,124,130,25,38,0,7,60
95QQ02W1,2582,223,77,146,2135,152,1496,332,261,626,277,6,219,86,58,75,0,262,69,111,82,224,40,105,2,2,75
95QQ03W1,1096,168,65,103,853,82,342,90,45,118,89,0,109,32,45,23,9,320,109,123,88,75,32,10,0,6,27
95QQ04W1,1635,190,68,122,1298,107,691,178,135,230,148,2,116,34,21,42,19,382,122,164,96,147,45,40,0,3,59
95QQ05W1,2872,250,121,129,2477,266,1862,362,361,738,401,2,137,40,26,61,10,210,56,76,78,145,43,42,0,5,55
95QQ06W1,2005,195,86,109,1604,96,1038,142,187,473,236,0,98,30,22,38,8,372,99,147,126,206,54,67,0,11,74
95QQ07W1,1775,433,188,245,1174,134,659,172,121,187,179,2,111,56,30,22,3,268,95,80,93,168,35,36,0,15,82
95QQ08W1,1455,280,123,157,1091,122,541,98,89,176,178,0,121,50,22,43,6,307,76,106,125,84,14,21,0,2,47
95QQ09W1,1846,285,170,115,1404,206,890,186,169,258,277,0,70,32,19,16,3,238,64,79,95,157,40,37,0,17,63
95QQ10W1,1851,171,80,91,1485,86,1154,200,218,533,203,0,68,22,15,28,3,177,57,47,73,195,23,83,0,12,77
95QQ11W1,2027,186,92,94,1669,118,1263,214,186,578,285,0,92,36,22,34,0,196,66,45,85,172,48,60,0,10,54
95QQ12W1,1697,258,97,161,1327,126,783,166,190,239,188,0,139,50,32,39,18,279,88,95,96,112,25,41,0,6,40
95QQ13W1,2568,234,110,124,2122,180,1453,340,285,495,333,0,170,76,46,45,3,319,97,138,84,212,46,78,0,4,84
95QQ14S1,3660,259,32,227,3246,96,2145,316,492,1028,309,0,423,170,115,115,23,582,207,288,87,155,35,49,0,4,67
95QQ14S2,1770,153,60,93,1463,110,1071,214,205,401,251,0,88,36,12,37,3,194,52,49,93,154,22,78,0,8,46
95QQ15W1,1592,294,128,166,1204,110,705,148,101,242,214,0,112,46,34,25,7,277,123,58,96,94,19,8,0,7,60
95RR01S1,2491,130,34,96,2222,86,1556,186,313,859,198,2,200,44,44,100,12,378,152,180,46,139,41,51,0,2,45
95RR01S2,1876,112,49,63,1620,88,1215,168,186,580,281,2,95,32,33,27,3,220,46,88,86,144,46,41,0,4,53
95RR02W1,1751,141,54,87,1417,100,955,132,220,363,240,0,129,28,44,42,15,233,64,91,78,193,47,56,0,2,88
95RR03W1,1422,227,62,165,1010,50,480,80,98,156,146,0,120,24,25,62,9,360,97,127,136,185,54,64,0,2,65
95RR04W1,2022,192,78,114,1690,72,1150,108,214,500,328,0,107,34,19,51,3,361,137,108,116,140,20,54,0,4,62
95RR05S1,1275,88,41,47,1133,60,839,156,155,322,206,0,74,28,15,25,6,160,44,63,53,54,23,7,0,2,22
95RR05S2,1194,137,50,87,964,42,418,62,99,158,99,4,172,36,32,94,10,328,106,147,75,93,29,9,0,0,55
95RR06W1,2206,138,66,72,1809,81,1417,120,216,733,348,0,55,14,15,23,3,256,40,98,118,259,66,100,0,4,89
95RR07W1,2449,150,54,96,2069,120,1560,228,263,687,382,0,140,46,41,47,6,249,77,90,82,230,60,89,0,8,73
95RR08W1,2106,119,48,71,1795,98,1405,154,251,667,333,0,78,32,9,33,4,214,41,62,111,192,42,33,0,11,106
95RR09S1,2146,175,64,111,1746,60,1236,128,218,543,347,0,91,30,17,36,8,359,112,134,113,225,71,74,0,6,74
95RR09S2,1525,169,15,154,1189,8,650,98,151,315,86,0,280,168,64,48,0,251,94,122,35,167,37,65,0,0,65
95RR10W1,1338,188,71,117,1038,72,515,94,84,197,140,0,106,34,21,48,3,345,120,133,92,112,33,24,0,8,47
95RR11W1,1803,141,62,79,1468,72,1143,136,190,490,327,0,75,16,12,37,10,178,37,57,84,194,43,47,0,19,85
95RR12W1,1452,153,76,77,1156,136,782,220,120,196,246,0,70,30,19,18,3,168,43,59,66,143,39,42,0,6,56
95RR13W1,1367,281,137,144,972,124,592,116,73,239,164,0,94,24,16,47,7,162,42,29,91,114,30,9,0,13,62
95RR14W1,1969,119,53,66,1586,62,1226,154,190,581,301,0,96,22,25,46,3,202,50,83,69,264,72,97,0,17,78
95RR15W1,2458,151,72,79,2102,56,1568,134,268,839,327,0,110,34,25,44,7,368,89,155,124,205,54,58,0,6,87
95SS01S1,1920,100,56,44,1608,130,1302,222,260,461,359,0,63,26,16,21,0,113,18,22,73,212,43,91,0,7,71
95SS01S2,2830,193,64,129,2461,112,1889,278,408,925,278,2,206,92,58,47,9,252,73,106,73,176,56,65,0,2,53
95SS02S1,2205,194,114,80,1882,196,1211,248,214,515,234,0,141,32,42,61,6,334,118,159,57,129,40,54,0,10,25
95SS02S2,2013,82,36,46,1843,114,1523,182,276,727,338,0,96,32,21,30,13,110,36,39,35,88,23,35,0,3,27
95SS03S1,1580,75,43,32,1372,168,1113,168,210,506,229,0,38,20,3,15,0,53,3,22,28,133,33,65,0,4,31
95SS03S2,1790,107,48,59,1516,164,1205,204,161,532,308,0,49,22,12,12,3,98,36,14,48,167,38,52,0,9,68
95SS04S1,2315,174,71,103,1956,58,1236,144,274,627,191,0,207,60,65,66,16,455,128,244,83,185,42,57,0,0,86
95SS04S2,1885,244,54,190,1524,60,967,198,204,383,182,2,199,104,43,47,5,296,92,113,91,117,43,28,8,0,38
95SS04S3,3352,333,72,261,2688,102,1964,332,406,947,279,4,347,148,90,94,15,271,85,117,69,331,46,111,34,9,131
95SS05S1,1572,264,101,163,1180,112,666,164,124,204,174,4,162,68,39,49,6,236,70,69,97,128,31,25,0,4,68
95SS05S2,1803,130,63,67,1551,186,1121,262,236,393,230,4,77,52,6,16,3,163,39,68,56,122,40,37,0,11,34
95SS06S1,1565,76,23,53,1217,18,513,50,71,244,148,0,91,10,36,45,0,595,157,349,89,272,79,133,0,0,60
95SS06S2,2365,122,15,107,2017,8,612,44,123,302,143,0,157,30,18,91,18,1240,337,795,108,226,78,104,0,2,42
95SS06S3,1969,101,20,81,1567,14,533,66,130,174,163,0,183,24,41,106,12,837,268,421,148,301,72,143,0,9,77
95SS07S1,3775,133,13,120,3228,16,1731,144,382,1029,176,0,345,108,88,145,4,1136,290,757,89,414,100,215,3,0,96
95SS07S2,1697,75,4,71,1437,26,946,80,174,573,119,0,87,28,32,27,0,378,74,271,33,185,65,79,0,0,41
95SS07S3,3872,604,222,382,2898,192,1757,296,373,823,265,2,406,170,71,140,25,541,152,204,185,370,68,102,0,16,184
95SS08S1,1934,99,51,48,1758,126,1383,238,220,663,262,0,101,26,28,32,15,148,40,52,56,77,10,38,0,6,23
95SS08S2,2724,183,82,101,2355,196,1709,266,312,806,325,2,165,62,55,31,17,283,64,113,106,186,30,58,0,13,85
95SS09S1,1697,206,69,137,1374,152,1009,222,148,457,182,0,103,58,18,27,0,110,27,30,53,117,36,25,0,9,47
95SS09S2,1667,130,64,66,1367,138,1051,200,146,468,237,0,60,24,21,12,3,118,34,38,46,170,26,57,0,11,76
95SS10S1,2199,322,109,213,1692,100,1057,168,241,476,172,4,173,90,53,27,3,358,122,141,95,185,29,68,0,6,82
95SS10S2,2136,102,32,70,1864,68,1558,122,334,698,404,0,57,34,3,17,3,181,49,81,51,170,54,55,15,4,42
95SS11S1,2946,158,67,91,2480,90,1827,184,281,1074,288,0,164,66,33,65,0,399,92,213,94,308,102,100,0,4,102
95SS11S2,2751,157,66,91,2271,116,1822,248,300,896,378,2,121,32,24,55,10,210,66,79,65,323,64,145,0,9,105
95SS12W1,3054,352,191,161,2477,310,1726,294,319,698,415,5,153,76,33,38,6,283,88,120,75,225,44,62,0,12,107
95SS13S1,1528,271,96,175,1109,92,573,114,133,191,135,2,199,86,35,58,20,243,63,107,73,148,24,38,0,2,84
95SS13S2,1376,249,100,149,1012,66,619,110,153,214,142,0,113,50,22,35,6,214,60,97,57,115,26,29,0,6,54
95SS14S1,1420,261,102,159,1026,94,503,116,117,159,111,2,160,44,24,86,6,267,102,86,79,133,23,64,0,2,44
95SS14S2,1485,144,76,68,1230,124,832,166,124,394,148,0,138,46,33,53,6,136,49,49,38,111,20,43,4,4,40
95SS15S1,1793,210,100,110,1506,186,1117,226,271,435,185,0,70,42,15,10,3,133,28,53,52,77,25,3,0,6,43
95SS15S2,1925,190,108,82,1621,178,1268,224,208,508,328,0,71,42,12,8,9,104,20,30,54,114,16,49,0,16,33
95SS16S1,1427,115,24,91,1184,32,893,86,158,375,274,0,66,24,33,9,0,193,63,66,64,128,37,57,0,0,34
95SS16S2,1687,185,59,126,1270,40,640,86,108,202,244,0,86,26,19,33,8,504,139,229,136,232,67,83,0,8,74
95SS17S1,2675,299,84,215,2146,132,1450,266,320,618,246,0,226,136,28,56,6,338,114,124,100,230,57,64,0,8,101
95SS17S2,1549,196,77,119,1223,62,713,164,176,215,158,4,145,38,31,73,3,299,79,116,104,130,45,30,0,5,50
95SS18S1,1415,211,77,134,1094,86,539,92,101,237,109,0,134,44,33,47,10,335,119,137,79,110,31,27,0,6,46
95SS18S2,1526,306,170,136,1071,108,627,118,127,250,132,0,100,38,15,40,7,236,87,69,80,149,17,52,0,14,66
95SS19S1,1305,231,76,155,969,74,610,158,106,235,111,0,119,60,9,34,16,166,64,38,64,105,18,30,0,2,55
95SS19S2,1432,205,77,128,1114,94,586,98,126,233,129,0,103,30,31,42,0,331,92,145,94,113,37,31,7,0,38
95SS20W1,2605,284,176,108,2170,338,1444,318,225,488,413,0,107,44,0,42,21,281,49,88,144,151,26,43,0,23,59
95SS21S1,2332,142,47,95,2052,96,1649,262,323,851,213,2,154,66,50,35,3,151,36,60,55,138,51,17,0,2,68
95SS21S2,2382,111,42,69,2088,168,1612,254,285,778,295,0,135,80,24,21,10,173,24,45,104,183,40,53,2,8,80
95SS22S1,1603,104,56,48,1409,110,1082,190,267,500,125,0,65,16,24,25,0,152,47,40,65,90,26,26,0,5,33
95SS22S2,1642,151,91,60,1406,168,988,220,191,362,215,2,107,42,15,50,0,141,41,52,48,85,24,31,2,2,26
95SS23S1,2155,238,84,154,1779,204,1272,290,211,562,209,2,151,74,29,36,12,150,35,52,63,138,60,31,0,2,45
95SS23S2,1658,156,57,99,1377,74,1024,172,173,452,227,0,111,44,30,34,3,168,61,60,47,125,23,31,0,3,68
95SS24S1,2757,221,82,139,2365,132,1802,288,358,862,294,2,210,80,57,60,13,219,68,78,73,171,28,51,0,11,81
95SS24S2,2317,210,69,141,1979,170,1469,216,245,732,276,2,132,56,18,55,3,206,56,53,97,128,13,58,0,7,50
95SS25W1,2589,374,143,231,1992,100,802,134,138,357,173,2,236,48,68,109,11,852,297,398,157,223,37,77,0,2,107
95SS26S1,1986,141,33,108,1573,18,597,98,74,198,227,2,144,26,44,56,18,812,224,445,143,272,50,146,4,0,72
95SS26S2,1795,83,28,55,1499,62,863,118,225,286,234,0,74,26,22,20,6,500,145,261,94,213,99,61,0,0,53
95SS27W1,2471,509,218,291,1755,176,1067,236,209,389,233,0,159,58,36,62,3,353,97,145,111,207,52,27,0,20,108
95SS28W1,2557,341,149,192,1948,120,1115,166,232,452,265,2,209,54,69,65,21,502,155,176,171,268,63,80,0,15,110
95SS29S1,1261,105,26,79,931,40,347,50,40,156,101,0,78,6,23,45,4,466,145,232,89,225,42,98,0,5,80
95SS29S2,1386,172,58,114,980,60,351,56,52,152,91,0,98,20,28,47,3,471,153,205,113,234,42,93,0,6,93
95SS30S1,640,74,44,30,515,68,351,70,66,129,86,0,37,20,12,5,0,59,15,16,28,51,4,29,0,8,10
95SS30S2,2230,179,101,78,1944,265,1474,272,263,708,231,0,60,26,16,12,6,145,49,37,59,107,44,21,0,13,29
95TT01W1,2748,157,84,73,2252,96,1846,118,274,1025,429,2,79,30,28,18,3,229,36,61,132,339,72,132,0,18,117
95TT02W1,2685,153,73,80,2237,92,1777,140,281,945,411,0,75,18,52,5,0,293,83,109,101,295,99,63,0,19,114
95TT03S1,1586,132,58,74,1320,74,867,130,155,431,151,2,127,68,30,21,8,250,75,97,78,134,12,30,0,2,90
95TT03S2,1707,133,52,81,1413,46,1124,124,173,582,245,0,93,30,12,45,6,150,23,65,62,161,55,59,0,6,41
95TT04W1,2984,256,101,155,2501,78,1963,200,247,1106,410,0,143,54,46,40,3,317,68,114,135,227,62,68,0,21,76
95TT05S1,1749,126,42,84,1434,80,1048,130,211,557,150,0,118,38,32,33,15,188,77,56,55,189,48,60,0,9,72
95TT05S2,1269,176,72,104,969,30,525,64,88,246,127,0,164,44,32,83,5,250,93,67,90,124,29,27,0,9,59
95TT06W1,2723,185,98,87,2292,96,1886,170,258,966,492,2,52,20,9,23,0,256,53,79,124,246,45,100,0,6,95
95TT07W1,2704,152,82,70,2307,112,1896,198,297,915,486,0,103,20,30,39,14,196,33,45,118,245,57,84,0,11,93
95TT08W1,2724,138,71,67,2377,96,1992,162,401,921,508,2,90,26,31,21,12,197,23,69,105,209,66,66,0,17,60
95TT09S1,1438,71,41,30,1226,62,1025,68,162,530,265,0,24,8,3,8,5,115,19,6,90,141,32,43,0,9,57
95TT09S2,1479,70,39,31,1242,42,1064,72,193,503,296,0,28,8,15,5,0,108,10,24,74,167,32,70,0,2,63
95TT10W1,2852,235,103,132,2262,100,1473,200,301,595,377,0,209,74,47,76,12,480,163,196,121,355,112,84,0,6,153
95TT11S1,1641,70,39,31,1378,56,1157,108,190,605,254,0,47,10,9,25,3,118,21,58,39,193,29,59,0,10,95
95TT11S2,1592,74,39,35,1382,54,1206,82,163,679,282,0,29,10,15,0,4,93,18,26,49,136,60,31,0,8,37
95TT12W1,2641,198,91,107,2245,138,1789,182,288,960,359,0,80,12,30,25,13,238,65,58,115,198,65,62,0,15,56
95TT13S1,1520,123,36,87,1252,52,883,126,148,392,217,0,96,28,27,41,0,221,74,79,68,145,13,69,0,0,63
95TT13S2,1398,168,74,94,1002,38,567,76,100,292,99,0,96,36,30,30,0,301,91,102,108,228,42,84,0,12,90
95TT14W1,2211,210,85,125,1721,130,1160,170,204,503,283,0,104,30,29,34,11,327,50,139,138,280,70,83,0,7,120
95TT15W1,2480,178,87,91,2052,120,1661,154,265,937,305,2,53,20,9,14,10,216,56,68,92,250,62,76,2,18,92
95TT16W1,2691,169,78,91,2265,118,1776,146,356,857,417,0,97,34,22,38,3,274,70,87,117,257,70,91,0,11,85
95UU06W1,1452,159,66,93,1189,120,800,114,122,389,175,0,57,18,15,18,6,212,56,90,66,104,19,25,0,12,48
95UU09W1,1688,141,54,87,1388,60,1068,140,118,565,245,0,52,18,9,22,3,208,57,80,71,159,25,71,4,7,52
95UU14W1,1723,232,75,157,1339,96,749,124,133,361,131,0,111,30,40,38,3,383,107,141,135,152,44,36,0,12,60
95UU99C1,2042,182,71,111,1648,76,1215,168,196,530,321,2,133,36,32,65,0,222,64,73,85,212,50,61,0,14,87
95UU99C2,1777,269,118,151,1413,173,763,172,92,308,191,0,117,26,14,68,9,360,99,164,97,95,21,28,0,10,36
95UU99C3,1795,252,130,122,1330,138,984,158,130,455,241,0,65,38,15,9,3,143,28,37,78,213,32,65,3,15,98
95UU99C4,1802,164,86,78,1459,112,1086,162,162,493,269,2,92,36,15,35,6,167,41,41,85,179,21,63,0,19,76
95UU99C5,2383,255,118,137,1903,142,1408,138,259,605,406,2,59,12,16,25,6,292,63,71,158,225,51,67,0,14,93
95UU99C6,2245,296,134,162,1687,88,1130,154,184,540,252,0,132,26,47,56,3,337,109,119,109,262,59,66,0,14,123
95VV01S1,1650,125,74,51,1371,84,1072,146,151,499,276,0,53,16,12,18,7,162,58,55,49,154,39,65,0,2,48
95VV01S2,1555,172,79,93,1269,90,895,138,203,376,178,0,78,14,15,41,8,206,49,70,87,114,24,34,0,10,46
95VV02W1,2182,393,171,222,1492,104,747,100,130,311,206,0,169,44,54,61,10,472,165,167,140,297,79,73,0,9,136
95VV03W1,2543,289,137,152,1954,114,1200,128,201,606,265,0,165,58,45,59,3,475,145,161,169,300,88,81,0,16,115
95VV04W1,3138,214,110,104,2641,160,2113,238,329,1113,433,0,119,32,24,54,9,249,72,82,95,283,91,89,0,21,82
95VV05S1,1949,108,54,54,1654,42,1358,116,198,780,264,0,93,22,3,57,11,161,31,46,84,187,31,51,2,20,83
95VV05S2,2542,87,27,60,2247,70,1845,132,232,1198,283,0,85,32,19,28,6,247,67,111,69,208,27,93,0,5,83
95VV06W1,3482,255,113,142,2869,100,2129,158,339,1159,473,0,117,44,22,48,3,523,131,229,163,358,80,126,2,14,136
95VV07S1,2052,319,101,218,1561,100,891,114,158,350,269,4,137,48,33,56,0,429,143,185,101,172,26,22,0,14,110
95VV07S2,2341,153,52,101,2054,96,1547,154,274,868,251,0,84,32,15,33,4,327,78,162,87,134,47,45,0,2,40
95VV08W1,3052,233,98,135,2462,58,1789,168,232,943,446,0,81,20,18,36,7,534,169,198,167,357,117,146,0,6,88
95VV09W1,2665,252,91,161,2023,98,1258,138,177,573,370,0,116,38,39,27,12,551,175,189,187,390,68,174,0,4,144
95VV10S1,1580,108,33,75,1276,54,667,48,149,324,146,0,128,46,30,52,0,427,168,163,96,196,40,69,2,0,85
95VV10S2,1575,172,60,112,1114,82,558,70,130,225,133,0,98,28,15,43,12,376,121,149,106,289,38,63,5,0,183
95VV11S1,2046,121,51,70,1760,104,1269,120,203,647,299,0,72,20,39,13,0,315,55,134,126,165,59,39,0,4,63
95VV11S2,2380,160,44,116,2002,76,1522,152,365,773,232,2,128,48,25,44,11,274,80,116,78,218,58,74,0,7,79
95VV12S1,1652,127,51,76,1263,70,781,82,151,385,163,0,84,24,23,29,8,328,103,138,87,262,44,92,0,9,117
95VV12S2,1523,156,59,97,1227,54,749,100,143,287,219,0,152,38,36,72,6,272,80,115,77,140,24,51,0,2,63
95VV13S1,2057,110,49,61,1729,60,1486,122,195,927,242,2,47,20,18,9,0,134,18,64,52,218,48,86,0,8,76
95VV13S2,1406,61,31,30,1222,38,1063,78,173,510,302,0,25,12,0,6,7,96,23,24,49,123,32,42,0,6,43
95VV14S1,1950,173,58,115,1393,48,926,96,174,454,202,2,118,48,30,37,3,299,95,106,98,384,106,86,0,3,189
95VV14S2,1386,187,83,104,1056,74,745,98,143,256,248,0,72,32,12,22,6,165,41,44,80,143,46,30,0,0,67
95VV15S1,1419,149,66,83,1034,24,594,58,86,270,180,2,61,14,17,24,6,353,136,109,108,236,49,41,0,4,142
95VV15S2,1665,139,49,90,1346,52,974,96,242,417,219,0,70,16,14,34,6,250,77,126,47,180,66,22,3,2,87
95VV16W1,3110,218,91,127,2531,116,1895,180,337,919,459,0,59,18,18,23,0,461,95,174,192,361,96,123,0,15,127
95VV17S1,2205,134,61,73,1815,84,1277,112,239,649,277,0,127,26,44,51,6,327,115,116,96,256,53,139,0,12,52
95VV17S2,2151,136,55,81,1752,52,1290,122,193,743,232,0,77,10,3,48,16,333,107,121,105,263,77,125,0,6,55
95VV18S1,1862,183,95,88,1535,108,1089,136,218,493,242,0,112,40,40,24,8,226,68,82,76,144,59,25,0,10,50
95VV18S2,1780,218,91,127,1314,56,864,128,121,352,263,2,133,36,31,60,6,259,76,95,88,248,38,95,0,12,103
95VV19S1,1288,165,96,69,987,120,618,76,96,277,169,0,87,16,18,50,3,162,44,37,81,136,5,68,0,6,57
95VV19S2,1681,168,47,121,1380,62,892,134,124,443,191,4,94,36,42,13,3,328,109,145,74,133,33,47,0,4,49
95VV20W1,2990,166,83,83,2396,120,1914,166,306,976,466,0,128,38,45,37,8,234,61,64,109,428,105,166,0,11,146
95VV21S1,2302,142,50,92,1961,56,1583,134,284,849,316,0,64,28,12,24,0,258,71,117,70,199,65,42,0,9,83
95VV21S2,1735,74,40,34,1463,50,1248,96,154,779,219,0,56,24,4,22,6,109,17,24,68,198,40,94,0,2,62
95VV22W1,2836,227,112,115,2368,60,1764,170,277,951,366,0,133,28,49,47,9,411,106,181,124,241,36,68,0,10,127
95VV23W1,2876,320,166,154,2231,138,1513,220,259,613,421,0,170,46,25,95,4,410,125,144,141,325,57,98,0,23,147
95VV24S1,1479,194,87,107,1146,86,896,130,141,461,164,0,33,22,3,4,4,131,28,43,60,139,20,21,2,6,90
95VV24S2,1535,246,119,127,1133,78,703,108,124,254,217,4,94,30,38,22,4,254,67,98,89,156,50,37,0,6,63
95VV25S1,1845,143,69,74,1525,60,1082,78,126,677,201,0,93,26,15,52,0,290,71,133,86,177,47,85,2,4,39
95VV25S2,1925,118,52,66,1607,50,1290,108,133,742,307,0,52,20,15,14,3,215,83,77,55,200,71,65,0,15,49
95VV26W1,3583,237,92,145,3029,104,2300,184,381,1262,473,0,193,60,24,90,19,432,115,174,143,317,64,129,0,14,110
95VV27W1,2237,292,116,176,1598,80,1001,166,167,308,360,0,132,40,39,37,16,385,107,112,166,347,106,67,0,20,154
95VV28S1,2157,214,84,130,1620,60,1135,156,216,538,225,3,106,48,24,24,10,316,81,123,112,323,114,84,0,7,118
95VV28S2,1284,180,71,109,957,46,570,88,99,239,144,0,91,28,39,24,0,250,110,52,88,147,20,50,0,8,69
95VV29W1,3366,194,88,106,2878,102,2316,218,328,1342,428,2,126,38,43,35,10,332,104,101,127,294,79,116,0,18,81
