GeographyCode,QS110NI0001,QS110NI0002,QS110NI0003,QS110NI0004,QS110NI0005,QS110NI0006,QS110NI0007,QS110NI0008,QS110NI0009,QS110NI0010,QS110NI0011,QS110NI0012,QS110NI0013,QS110NI0014,QS110NI0015,QS110NI0016,QS110NI0017,QS110NI0018,QS110NI0019,QS110NI0020,QS110NI0021,QS110NI0022,QS110NI0023,QS110NI0024,QS110NI0025,QS110NI0026,QS110NI0027
95AA01S1,982,21,2,19,926,2,879,158,198,523,0,2,25,10,3,12,0,18,5,11,2,35,8,6,4,0,17
95AA01S2,1814,120,47,73,1525,78,1230,190,225,625,190,0,97,34,24,33,6,120,21,42,57,169,22,83,0,2,62
95AA01S3,1494,155,45,110,1177,62,881,164,194,345,178,0,77,44,9,18,6,157,38,58,61,162,48,47,2,0,65
95AA02W1,1734,346,155,191,1246,106,720,186,116,214,204,0,153,68,43,33,9,267,67,107,93,142,44,29,0,2,67
95AA03W1,1822,323,123,200,1357,108,671,138,136,265,132,0,168,62,39,64,3,410,111,180,119,142,40,28,0,2,72
95AA04W1,3002,171,73,98,2468,154,1981,282,319,936,444,0,150,36,41,60,13,183,39,54,90,363,93,142,2,10,116
95AA05W1,2654,192,88,104,2252,138,1738,182,266,846,444,0,130,34,31,43,22,246,88,76,82,210,83,53,0,10,64
95AA06S1,1953,187,90,97,1614,88,1099,128,194,587,190,0,143,28,34,70,11,284,66,162,56,152,47,66,0,2,37
95AA06S2,2651,169,69,100,2262,59,1688,154,283,1010,241,2,126,44,19,60,3,387,100,224,63,220,68,92,0,5,55
95AA07W1,2119,201,73,128,1726,138,1195,216,166,502,311,0,147,48,39,53,7,246,55,104,87,192,57,57,0,16,62
95AA08W1,1676,215,67,148,1287,96,615,100,119,185,211,0,158,36,45,62,15,418,109,198,111,174,38,58,0,4,74
95AA09W1,2143,307,87,220,1655,116,868,192,159,289,228,0,194,58,51,60,25,477,149,235,93,181,70,28,0,7,76
95AA10W1,1953,199,64,135,1579,138,886,188,136,334,228,0,146,34,28,69,15,409,96,191,122,175,72,42,0,8,53
95AA11S1,2698,330,115,215,2077,136,1362,278,270,612,202,2,272,104,68,80,20,305,85,131,89,291,80,61,0,6,144
95AA11S2,2431,157,44,113,2055,96,1613,246,337,816,214,0,166,64,37,58,7,180,52,81,47,219,74,63,3,2,77
95AA12W1,2775,180,92,88,2354,130,1946,306,401,918,321,2,111,48,22,31,10,165,31,75,59,241,48,99,0,14,80
95AA13S1,1707,151,47,104,1420,66,958,134,164,443,217,0,136,18,46,66,6,260,52,140,68,136,29,37,0,2,68
95AA13S2,1561,175,78,97,1238,78,821,124,147,407,143,0,134,44,36,45,9,205,71,75,59,148,30,49,0,6,63
95AA14W1,2302,130,80,50,1951,116,1589,270,288,667,364,0,54,20,6,22,6,192,30,85,77,221,57,86,0,14,64
95AA15S1,2630,223,50,173,2186,78,1476,280,310,648,238,0,264,106,74,81,3,368,119,154,95,221,46,54,0,0,121
95AA15S2,1472,172,28,144,1129,22,620,106,134,289,91,0,154,46,40,59,9,333,97,185,51,171,67,36,0,3,65
95AA16W1,1807,318,91,227,1333,116,721,144,150,291,136,0,174,60,54,49,11,322,83,142,97,156,33,26,0,2,95
95AA17W1,2142,237,71,166,1721,88,1022,192,146,405,279,0,192,42,55,78,17,419,137,171,111,184,55,71,3,0,55
95AA18W1,2373,257,121,136,1930,290,1321,346,133,556,286,2,139,66,24,46,3,178,50,68,60,186,64,24,4,8,86
95AA19W1,2645,157,66,91,2240,80,1729,118,357,899,355,2,54,18,6,30,0,375,67,165,143,248,85,88,0,12,63
95BB01S1,1574,105,51,54,1299,82,1016,140,192,470,214,2,68,18,12,16,22,131,33,55,43,170,43,27,0,7,93
95BB01S2,2035,165,56,109,1771,114,1312,210,280,560,262,0,143,38,27,46,32,202,55,91,56,99,35,16,0,0,48
95BB02W1,2334,438,202,236,1672,217,894,214,203,278,199,2,163,66,35,54,8,396,121,104,171,224,28,32,0,20,144
95BB03S1,2026,263,134,129,1611,158,989,206,190,434,159,4,191,70,36,79,6,269,102,80,87,152,30,28,0,4,90
95BB03S2,2191,214,117,97,1788,218,1197,284,206,467,240,0,169,84,27,49,9,204,61,88,55,189,43,53,0,11,82
95BB04S1,1399,192,80,112,1081,164,682,208,161,152,161,0,78,22,23,23,10,157,42,55,60,126,38,25,0,6,57
95BB04S2,1610,157,96,61,1366,210,959,216,126,356,261,2,72,32,12,17,11,123,41,33,49,87,9,37,0,11,30
95BB05S1,1490,107,54,53,1260,130,963,202,142,410,209,2,66,26,15,22,3,99,36,31,32,123,21,35,0,11,56
95BB05S2,1911,175,80,95,1597,138,1140,252,191,425,272,0,146,46,12,71,17,173,60,46,67,139,29,53,0,2,55
95BB06W1,2870,680,296,384,1908,184,931,296,158,258,219,9,253,146,60,27,20,531,207,156,168,282,39,62,0,19,162
95BB07S1,1601,343,163,180,1178,124,529,160,122,162,85,0,202,90,57,44,11,323,127,100,96,80,10,19,0,0,51
95BB07S2,1295,88,47,41,1160,118,809,166,138,315,190,0,83,24,23,21,15,150,46,45,59,47,13,17,0,2,15
95BB08S1,1331,199,105,94,1047,92,624,132,119,224,149,0,99,26,23,40,10,232,59,77,96,85,20,22,0,14,29
95BB08S2,1294,80,25,55,1115,64,915,172,149,378,216,0,51,32,15,4,0,85,29,33,23,99,17,49,0,0,33
95BB09S1,1291,141,74,67,1042,142,714,212,138,236,128,0,65,34,12,16,3,121,44,26,51,108,21,20,0,5,62
95BB09S2,1618,199,67,132,1350,94,1001,224,205,320,252,4,108,58,15,24,11,143,51,20,72,69,18,21,0,0,30
95BB10S1,1663,401,183,218,1164,172,658,192,107,194,165,0,136,62,26,35,13,198,84,58,56,98,19,19,0,4,56
95BB10S2,1615,114,64,50,1389,190,1016,264,197,371,184,0,65,30,24,8,3,118,22,60,36,112,20,38,0,12,42
95BB11S1,1408,206,80,126,1140,112,643,110,135,244,154,0,104,36,31,26,11,281,94,112,75,62,8,29,0,10,15
95BB11S2,1495,271,155,116,1154,176,725,188,155,216,166,4,68,22,4,36,6,181,46,46,89,70,17,9,0,10,34
95BB12S1,1440,200,73,127,1127,88,531,108,105,208,110,0,151,62,37,36,16,357,103,153,101,113,39,29,0,4,41
95BB12S2,1336,91,52,39,1140,126,790,144,170,291,185,0,85,10,28,41,6,139,42,64,33,105,20,47,0,8,30
95BB13S1,1392,88,21,67,1253,66,878,138,175,422,143,0,87,30,12,41,4,222,84,104,34,51,10,15,0,4,22
95BB13S2,1466,142,58,84,1215,152,716,152,132,242,190,0,108,38,25,16,29,239,63,116,60,109,32,41,0,3,33
95BB13S3,1580,93,31,62,1416,60,1059,214,208,475,162,7,118,56,18,40,4,172,53,81,38,71,15,27,0,0,29
95BB14S1,1510,97,50,47,1266,124,981,190,137,423,231,0,71,40,15,13,3,90,21,26,43,147,44,43,0,8,52
95BB14S2,1578,162,81,81,1331,130,958,168,152,415,223,2,96,34,15,47,0,145,30,64,51,85,17,14,0,4,50
95BB15S1,2005,134,69,65,1664,108,1297,218,219,648,212,0,97,40,28,26,3,162,58,38,66,207,32,77,0,18,80
95BB15S2,1484,167,59,108,1248,70,789,108,150,355,176,0,119,28,40,40,11,270,74,108,88,69,17,10,0,3,39
95BB16S1,1533,98,54,44,1295,134,1038,194,171,406,267,0,39,12,6,18,3,84,18,22,44,140,26,42,0,4,68
95BB16S2,1600,127,57,70,1363,140,1038,222,214,428,174,0,82,18,9,39,16,103,13,48,42,110,19,27,0,14,50
95BB17S1,1793,188,56,132,1489,54,997,224,197,446,130,0,161,64,47,47,3,277,107,113,57,116,40,37,0,2,37
95BB17S2,1742,147,59,88,1441,104,925,182,129,409,205,0,125,32,26,64,3,287,67,135,85,154,34,55,0,2,63
95BB18S1,1688,216,82,134,1337,126,776,206,150,306,114,3,166,52,36,60,18,266,73,128,65,135,27,32,0,2,74
95BB18S2,2524,156,64,92,2180,156,1681,280,267,823,311,0,155,64,24,55,12,188,33,106,49,188,62,48,0,15,63
95BB19S1,1557,161,73,88,1291,90,900,204,164,328,204,0,92,42,24,23,3,209,68,71,70,105,29,29,0,3,44
95BB19S2,1777,65,17,48,1612,52,1329,222,257,645,205,0,88,30,25,23,10,143,47,54,42,100,18,44,0,3,35
95BB19S3,1391,75,26,49,1234,44,967,158,186,433,190,0,94,24,21,42,7,129,32,64,33,82,20,41,0,0,21
95BB20S1,1844,170,70,100,1565,102,1200,166,236,525,273,0,72,20,19,24,9,191,19,96,76,109,37,27,0,5,40
95BB20S2,1524,199,88,111,1165,74,776,104,144,312,216,0,86,34,24,25,3,229,47,102,80,160,24,65,0,18,53
95BB21S1,2379,231,101,130,1958,168,1390,252,259,620,259,0,147,58,28,52,9,253,96,92,65,190,53,65,0,0,72
95BB21S2,2320,209,96,113,1918,128,1474,304,285,669,216,0,118,48,21,41,8,198,74,67,57,193,30,80,0,2,81
95BB22S1,1525,143,27,116,1293,60,794,156,155,371,112,2,149,58,12,73,6,288,95,143,50,89,25,30,0,0,34
95BB22S2,1468,177,41,136,1189,44,609,84,87,305,133,0,121,32,25,58,6,415,139,185,91,102,31,16,0,4,51
95BB23S1,1540,150,79,71,1295,180,930,242,130,304,254,4,54,20,10,21,3,127,29,36,62,95,31,41,2,4,17
95BB23S2,1436,86,27,59,1271,90,979,182,186,356,255,0,64,18,15,31,0,138,38,39,61,79,15,39,0,0,25
95CC01W1,2376,234,92,142,1851,84,1174,130,276,507,261,0,112,54,30,25,3,481,158,157,166,291,74,81,0,5,131
95CC02W1,2693,171,83,88,2288,108,1823,176,286,884,477,0,139,34,44,57,4,218,30,79,109,234,60,67,0,27,80
95CC03W1,2791,367,145,222,1976,62,1007,132,177,442,256,0,213,72,61,80,0,694,204,348,142,448,100,156,0,20,172
95CC04W1,2384,177,94,83,2026,94,1566,116,241,815,394,0,87,26,35,26,0,279,39,113,127,181,48,67,0,8,58
95CC05W1,2749,227,114,113,2271,116,1759,190,290,945,334,0,79,38,9,32,0,317,63,122,132,251,52,71,0,25,103
95CC06S1,1458,150,58,92,1224,88,906,172,154,382,198,0,82,42,6,31,3,148,44,65,39,84,35,25,0,2,22
95CC06S2,1292,151,65,86,1052,78,690,102,132,318,138,0,69,28,3,38,0,215,74,72,69,89,20,37,0,2,30
95CC07W1,3475,227,99,128,2876,90,2223,188,329,1243,463,0,125,32,27,60,6,438,121,195,122,372,107,143,0,8,114
95CC08W1,2511,286,120,166,2016,116,1259,106,259,591,303,0,151,54,45,49,3,490,220,143,127,209,61,35,0,20,93
95CC09S1,1485,78,44,34,1299,90,1084,124,141,559,260,0,40,24,3,13,0,85,26,15,44,108,7,71,0,4,26
95CC09S2,1838,157,51,106,1577,88,1196,226,186,535,249,0,102,42,30,23,7,191,44,77,70,104,12,22,2,2,66
95CC10W1,2495,186,80,106,2058,184,1554,220,265,662,407,0,109,32,22,52,3,211,38,63,110,251,40,84,0,14,113
95CC11W1,1787,290,112,178,1327,104,813,140,181,263,229,0,66,36,12,15,3,344,94,141,109,170,38,20,0,8,104
95CC12W1,2751,175,76,99,2360,126,1901,166,291,1012,432,0,60,18,15,27,0,273,65,108,100,216,46,85,0,8,77
95CC13W1,2474,168,65,103,2073,100,1692,188,246,839,419,0,47,26,17,4,0,234,37,79,118,233,40,110,0,13,70
95CC14W1,3017,249,119,130,2640,172,1969,340,309,922,398,0,150,68,37,42,3,349,70,165,114,128,31,33,0,3,61
95CC15W1,2893,213,98,115,2469,122,1899,200,311,986,402,0,130,50,30,41,9,318,89,96,133,211,58,69,0,12,72
95CC16W1,2801,302,158,144,2332,152,1683,220,312,829,322,0,139,44,46,42,7,358,131,135,92,167,47,33,0,27,60
95CC17W1,2724,178,78,100,2312,108,1868,174,348,894,452,0,87,24,29,31,3,249,47,92,110,234,67,80,0,5,82
95CC18W1,2309,284,138,146,1825,148,1227,160,196,546,325,0,146,50,44,30,22,304,105,79,120,200,53,52,6,6,83
95CC19W1,2720,242,124,118,2269,118,1803,246,249,957,351,0,84,20,29,26,9,264,64,99,101,209,65,39,0,4,101
95CC20S1,1308,112,53,59,1133,58,882,150,168,383,181,0,75,16,21,35,3,118,23,61,34,63,29,19,0,0,15
95CC20S2,1658,163,61,102,1357,78,980,170,167,450,193,0,114,44,31,36,3,185,56,72,57,138,36,30,0,3,69
95CC21W1,2925,307,119,188,2463,182,1705,336,285,741,343,0,197,72,36,78,11,379,114,141,124,155,53,15,0,6,81
95CC22W1,1724,370,166,204,1208,104,664,142,134,231,157,0,112,42,40,24,6,328,103,86,139,146,26,22,0,4,94
95DD01W1,2031,196,111,85,1675,258,1154,282,158,449,265,0,109,26,30,44,9,154,34,53,67,160,40,24,0,7,89
95DD02S1,1453,167,81,86,1197,82,836,162,164,329,181,2,66,24,25,10,7,211,58,70,83,89,30,22,0,4,33
95DD02S2,2419,178,66,112,2090,98,1568,248,317,725,278,0,183,66,55,53,9,241,76,81,84,151,27,66,0,3,55
95DD03W1,3474,305,142,163,2860,290,1927,400,396,815,316,0,221,106,53,53,9,422,153,153,116,309,58,58,3,11,179
95DD04W1,1926,303,127,176,1456,84,638,152,124,232,130,0,200,60,57,76,7,534,143,229,162,167,39,53,0,2,73
95DD05W1,1739,174,51,123,1439,54,739,150,134,256,199,0,163,38,43,70,12,483,132,231,120,126,32,39,0,2,53
95DD06W1,2427,187,109,78,2053,258,1487,318,255,516,398,0,114,42,26,32,14,194,50,51,93,187,51,50,0,22,64
95DD07S1,1596,186,99,87,1294,174,808,180,178,264,186,0,125,44,32,38,11,187,61,60,66,116,36,25,0,16,39
95DD07S2,1767,211,109,102,1447,136,984,164,168,468,184,0,125,32,20,60,13,202,44,89,69,109,29,22,0,14,44
95DD08W1,2083,485,218,267,1210,92,528,116,91,176,145,0,226,100,60,48,18,364,89,119,156,388,63,51,8,16,250
95DD09W1,2572,164,78,86,2207,174,1767,300,264,804,399,4,55,22,9,18,6,207,37,74,96,201,32,49,0,25,95
95DD10W1,2805,361,195,166,2249,174,1504,278,266,526,434,0,186,54,37,83,12,385,147,91,147,195,44,52,0,5,94
95DD11W1,2363,301,102,199,1762,70,801,142,147,390,122,0,279,64,71,125,19,612,144,327,141,300,59,117,0,5,119
95DD12W1,2582,163,82,81,2208,166,1807,262,340,811,394,0,56,16,18,19,3,179,37,60,82,211,79,43,0,10,79
95DD13W1,1743,272,114,158,1184,86,699,102,111,294,192,0,100,36,21,43,0,299,88,114,97,287,78,88,0,16,105
95DD14S1,1601,154,73,81,1341,92,985,180,216,436,153,0,51,26,12,9,4,213,62,79,72,106,33,24,0,9,40
95DD14S2,1667,105,43,62,1441,148,1114,196,186,473,259,0,68,20,16,29,3,111,20,49,42,121,17,48,0,5,51
95DD15W1,3451,239,93,146,2947,132,2272,244,345,1133,550,0,196,46,24,117,9,347,87,108,152,265,70,77,0,18,100
95DD16W1,2943,197,93,104,2477,130,2040,298,328,847,567,2,105,30,23,36,16,200,29,76,95,269,67,100,0,19,83
95DD17W1,3461,192,93,99,2975,167,2438,318,368,1215,537,0,140,38,50,34,18,230,47,78,105,294,65,111,0,34,84
95DD18W1,1813,311,118,193,1350,170,784,218,130,213,223,0,123,66,24,27,6,273,79,70,124,152,35,26,3,7,81
95DD19S1,1855,193,74,119,1554,80,1059,188,250,440,181,0,120,36,15,65,4,295,75,152,68,108,28,14,0,5,61
95DD19S2,1460,104,49,55,1241,124,948,174,171,362,241,0,58,28,9,12,9,111,15,49,47,115,27,44,0,2,42
95DD20W1,1742,330,101,229,1230,130,555,110,81,204,160,4,133,58,39,30,6,408,124,126,158,182,54,43,0,9,76
95DD21W1,2130,242,108,134,1635,152,951,228,186,320,217,0,165,54,45,53,13,367,132,131,104,253,46,66,0,7,134
95DD22S1,1537,139,62,77,1272,84,1012,144,191,422,255,0,41,20,14,4,3,135,29,42,64,126,25,46,0,12,43
95DD22S2,1581,170,84,86,1213,68,926,132,193,389,212,0,48,22,12,14,0,171,42,69,60,198,37,91,0,6,64
95DD23W1,2490,154,81,73,2121,170,1646,220,304,719,403,0,107,40,6,55,6,198,31,56,111,215,42,72,0,20,81
95DD24W1,2692,198,93,105,2231,150,1554,228,269,694,363,0,139,52,42,31,14,388,111,132,145,263,63,70,0,5,125
95EE01W1,1895,93,35,58,1578,74,1256,118,174,694,270,4,89,24,36,23,6,155,23,69,63,224,74,68,0,14,68
95EE02W1,2095,186,71,115,1756,70,1285,232,189,571,293,2,166,48,51,58,9,233,30,81,122,153,32,57,0,4,60
95EE03W1,1983,231,85,146,1591,124,1038,174,229,415,220,0,155,44,37,62,12,274,62,109,103,161,45,37,2,8,69
95EE04W1,1990,168,75,93,1600,110,1158,178,175,517,288,0,121,56,28,28,9,211,58,68,85,222,58,59,0,11,94
95EE05W1,1497,135,64,71,1217,98,873,162,155,368,188,0,104,58,24,16,6,142,16,31,95,145,38,45,0,5,57
95EE06W1,2278,123,72,51,1896,70,1541,84,277,854,326,0,111,28,24,48,11,174,63,64,47,259,69,93,0,22,75
95EE07W1,1798,207,107,100,1430,158,891,142,155,422,172,0,120,46,40,31,3,261,73,111,77,161,47,57,0,10,47
95EE08W1,1633,224,94,130,1283,138,864,190,111,327,236,0,80,42,21,14,3,201,59,62,80,126,28,34,0,4,60
95EE09W1,1859,95,40,55,1547,80,1158,130,203,523,302,0,144,24,18,94,8,165,26,47,92,217,54,75,4,8,76
95EE10W1,1797,116,48,68,1373,68,1055,118,175,514,248,0,113,46,21,29,17,137,23,49,65,308,101,95,0,26,86
95EE11W1,1677,82,46,36,1406,92,1077,132,167,483,295,2,80,22,16,30,12,155,17,41,97,189,45,61,0,18,65
95EE12W1,2500,310,88,222,1972,88,1156,220,234,489,213,0,252,122,64,63,3,476,162,180,134,218,38,74,0,6,100
95EE13W1,1529,297,155,142,1118,142,693,112,104,295,182,0,94,36,12,43,3,189,31,69,89,114,23,6,0,12,73
95EE14W1,2684,213,99,114,2290,162,1591,266,336,743,246,0,223,70,43,98,12,314,83,100,131,181,42,35,0,10,94
95EE15W1,1728,129,61,68,1411,74,1119,168,160,522,269,0,98,18,27,47,6,120,23,31,66,188,64,58,0,18,48
95EE16W1,2111,132,52,80,1746,90,1405,180,226,696,303,0,105,32,27,42,4,146,24,53,69,233,48,110,0,12,63
95FF01S1,2098,160,69,91,1849,137,1353,216,232,633,272,0,129,58,18,50,3,230,75,96,59,89,10,26,0,5,48
95FF01S2,2655,175,50,125,2317,108,1701,232,372,830,267,2,188,92,55,38,3,318,110,149,59,163,22,65,0,2,74
95FF02W1,2817,190,90,100,2385,98,1970,212,283,1084,391,0,108,38,25,45,0,209,32,61,116,242,57,60,0,10,115
95FF03W1,3006,268,88,180,2549,116,1705,266,381,727,331,0,217,118,46,44,9,511,210,197,104,189,34,51,0,2,102
95FF04W1,2629,136,77,59,2232,124,1841,222,304,915,400,4,91,28,18,36,9,172,25,48,99,261,61,52,0,20,128
95FF05W1,2563,367,145,222,2021,186,1249,242,246,512,249,2,187,64,48,57,18,397,117,161,119,175,55,27,0,22,71
95FF06S1,1974,224,81,143,1621,120,1122,240,208,548,126,2,153,76,39,38,0,224,88,64,72,129,24,46,0,11,48
95FF06S2,2080,130,42,88,1801,78,1440,208,250,822,160,0,105,36,24,45,0,178,67,58,53,149,18,57,0,13,61
95FF07W1,2763,363,111,252,2187,108,1220,186,189,608,237,0,197,66,54,71,6,662,195,284,183,213,74,45,0,7,87
95FF08W1,2328,351,184,167,1871,168,1260,192,273,499,296,0,176,46,55,68,7,267,69,116,82,106,23,29,0,13,41
95FF09W1,2521,300,111,189,2028,114,1403,216,253,687,247,0,206,60,65,68,13,305,90,133,82,193,27,52,0,19,95
95FF10W1,3473,228,69,159,3040,150,2318,312,419,1169,418,4,244,100,83,55,6,324,101,82,141,205,38,67,0,10,90
95FF11W1,2582,157,85,72,2224,107,1847,246,339,896,366,2,77,30,16,15,16,191,21,46,124,201,46,44,0,17,94
95FF12W1,2721,229,86,143,2280,118,1680,258,274,722,426,0,157,72,30,46,9,325,94,90,141,212,35,88,0,13,76
95FF13W1,2708,218,89,129,2297,136,1736,240,262,819,415,0,144,66,27,51,0,281,45,129,107,193,24,71,0,5,93
95FF14W1,2413,149,68,81,2111,152,1755,272,244,865,374,2,75,40,6,23,6,127,18,29,80,153,14,23,0,19,97
95FF15W1,2680,335,170,165,2106,116,1369,196,230,642,301,0,178,52,32,86,8,443,124,165,154,239,65,51,0,16,107
95FF16W1,2317,255,104,151,1929,172,1398,224,249,590,335,0,104,32,21,45,6,255,75,99,81,133,35,25,0,10,63
95FF17W1,1717,378,143,235,1244,116,666,160,109,242,155,4,176,64,40,72,0,282,81,96,105,95,9,17,0,8,61
95GG01S1,1765,226,128,98,1314,146,731,100,135,202,294,0,82,22,9,45,6,355,87,108,160,225,67,55,0,30,73
95GG01S2,1464,226,121,105,1015,98,532,58,96,182,196,0,46,30,3,5,8,339,67,137,135,223,75,62,2,9,75
95GG01S3,1616,197,91,106,1180,82,666,44,142,215,265,0,71,12,9,40,10,361,89,126,146,239,56,68,2,17,96
95GG02S1,1745,245,89,156,1223,54,372,50,79,142,101,0,96,26,28,39,3,701,234,320,147,277,65,74,5,12,121
95GG02S2,2018,282,96,186,1408,62,372,52,68,107,145,0,138,36,31,61,10,836,226,470,140,328,94,86,0,10,138
95GG02S3,2224,358,122,236,1506,32,418,56,75,146,141,2,69,16,20,30,3,985,292,502,191,360,86,144,0,13,117
95GG03S1,1952,333,112,221,1505,124,1044,224,192,506,122,6,158,80,36,39,3,173,76,50,47,114,23,11,0,8,72
95GG03S2,1833,242,114,128,1410,106,1030,180,188,441,221,4,87,46,18,19,4,183,36,72,75,181,15,38,3,18,107
95GG03S3,2072,404,132,272,1395,112,808,170,182,298,158,4,224,120,43,55,6,247,70,83,94,273,52,41,2,16,162
95GG04S1,1708,323,115,208,1139,54,395,70,102,120,103,0,77,42,23,9,3,613,206,261,146,246,65,63,2,10,106
95GG04S2,1564,232,88,144,1112,20,403,46,68,150,139,0,79,16,21,35,7,610,157,335,118,220,54,93,0,9,64
95GG04S3,1636,405,120,285,1034,68,374,78,84,119,93,2,162,66,40,50,6,428,167,125,136,197,41,34,0,4,118
95GG05S1,1777,325,67,258,1091,44,590,114,130,275,71,2,211,110,24,64,13,244,80,68,96,361,27,32,6,6,290
95GG05S2,2009,360,69,291,1130,20,635,126,153,246,110,5,253,164,51,24,14,217,75,94,48,519,60,23,29,9,398
95GG05S3,2106,393,89,304,1039,40,409,88,85,148,88,2,250,120,31,86,13,338,124,117,97,674,35,58,19,4,558
95GG06S1,1866,212,89,123,1456,98,644,136,154,198,156,2,158,42,57,46,13,554,192,197,165,198,47,52,4,12,83
95GG06S2,1779,303,117,186,1338,106,710,160,153,216,181,6,190,58,65,59,8,326,138,87,101,138,45,33,0,4,56
95GG06S3,1922,208,83,125,1566,84,1010,132,298,407,173,0,122,36,29,44,13,350,108,145,97,148,24,42,0,5,77
95GG07S1,1844,286,85,201,1251,60,613,68,145,189,211,0,109,46,21,39,3,469,156,182,131,307,61,92,9,18,127
95GG07S2,1922,253,79,174,1297,36,431,50,78,159,144,2,112,38,27,44,3,716,230,357,129,372,108,114,5,2,143
95GG07S3,1701,203,53,150,1181,58,528,42,135,163,188,0,83,20,31,29,3,512,180,191,141,317,99,125,6,0,87
95GG08S1,1394,158,81,77,1115,120,753,120,131,330,172,2,68,32,13,23,0,172,27,84,61,121,33,32,2,6,48
95GG08S2,1730,319,101,218,1240,62,549,80,132,172,165,6,158,54,42,55,7,465,175,177,113,171,20,56,15,19,61
95GG08S3,1786,258,71,187,1313,82,636,96,160,275,105,2,192,104,40,45,3,401,146,185,70,215,43,63,2,6,101
95GG09S1,2089,225,111,114,1751,208,1314,218,206,659,231,2,93,40,25,25,3,134,35,43,56,113,16,33,2,12,50
95GG09S2,1856,233,103,130,1452,170,936,190,201,317,228,0,108,50,18,37,3,238,73,59,106,171,39,28,0,10,94
95GG09S3,2110,344,107,237,1510,80,742,172,169,242,159,4,227,94,44,63,26,457,125,234,98,256,70,75,2,0,109
95GG10S1,1826,453,108,345,1037,72,426,118,105,108,95,2,202,120,43,33,6,335,108,126,101,336,32,52,37,4,211
95GG10S2,2171,430,119,311,1236,60,460,112,128,97,123,2,245,102,60,68,15,469,140,218,111,505,34,44,81,8,338
95GG11S1,1895,462,138,324,1156,52,451,142,85,140,84,2,263,118,55,71,19,388,163,141,84,277,69,33,0,16,159
95GG11S2,1636,233,72,161,1258,82,871,168,126,445,132,4,150,78,25,44,3,151,47,42,62,145,25,29,5,10,76
95GG11S3,1858,467,105,362,1112,86,521,164,142,119,96,2,196,128,51,17,0,307,131,91,85,279,41,44,0,8,186
95GG12S1,1488,160,13,147,351,6,190,50,25,91,24,0,123,90,3,30,0,32,10,10,12,977,18,24,565,0,370
95GG12S2,1958,232,39,193,300,16,99,20,18,47,14,2,83,42,10,28,3,100,28,29,43,1426,19,47,953,2,405
95GG12S3,1477,209,20,189,349,8,170,38,40,55,37,2,94,52,9,33,0,75,10,20,45,919,21,32,561,0,305
95GG12S4,1626,308,17,291,338,0,149,32,31,67,19,2,150,128,12,10,0,37,17,3,17,980,13,26,479,0,462
95GG12S5,2177,231,53,178,1303,26,428,56,89,212,71,0,204,78,26,88,12,645,161,340,144,643,85,106,88,8,356
95GG13S1,1329,317,118,199,884,52,469,86,98,176,109,0,74,22,15,25,12,289,92,122,75,128,43,24,0,4,57
95GG13S2,1731,180,92,88,1462,108,1006,116,166,515,209,0,119,52,27,28,12,229,52,90,87,89,22,18,0,8,41
95GG13S3,1637,322,129,193,1187,102,672,144,103,239,186,4,101,40,19,35,7,308,91,100,117,128,33,15,0,16,64
95GG14S1,1617,155,89,66,1331,122,956,170,134,448,204,0,64,26,15,23,0,189,33,86,70,131,37,20,0,6,68
95GG14S2,1597,137,55,82,1331,128,1007,128,177,490,212,0,43,12,10,15,6,153,27,68,58,129,36,34,0,13,46
95GG14S3,1606,148,83,65,1356,108,977,136,227,377,237,0,98,38,16,38,6,173,36,68,69,102,34,21,0,11,36
95GG15S1,1805,194,113,81,1523,202,1168,216,201,561,190,2,66,36,12,12,6,85,11,28,46,88,18,15,0,7,48
95GG15S2,2004,304,148,156,1594,136,1123,214,246,490,173,0,160,86,44,30,0,175,57,65,53,106,14,6,0,2,84
95GG15S3,1881,391,194,197,1344,164,819,166,163,350,140,2,135,70,15,36,14,224,78,60,86,146,18,41,0,13,74
95GG16S1,1960,341,82,259,1340,46,665,104,162,245,154,6,175,72,51,40,12,448,151,193,104,279,60,82,10,2,125
95GG16S2,1920,267,95,172,1352,52,746,92,132,309,213,2,130,38,51,26,15,422,130,170,122,301,64,86,7,7,137
95GG16S3,1486,168,71,97,1161,78,724,90,128,324,182,5,83,34,19,19,11,271,61,128,82,157,50,30,0,8,69
95GG17S1,2031,198,59,139,1588,64,722,90,157,318,157,0,101,28,27,42,4,701,211,371,119,245,66,86,0,4,89
95GG17S2,1595,170,88,82,1249,102,810,114,165,291,240,0,75,28,6,33,8,262,53,96,113,176,37,56,0,13,70
95GG17S3,1704,268,108,160,1285,62,600,96,106,277,121,2,118,26,41,45,6,503,123,270,110,151,38,38,0,9,66
95GG18S1,2553,361,145,216,1752,72,557,80,77,255,145,0,191,36,31,121,3,932,321,392,219,440,103,145,0,12,180
95GG18S2,2422,385,76,309,1538,44,484,64,137,143,140,4,168,68,57,34,9,838,248,349,241,499,77,116,2,14,290
95GG19S1,1961,525,272,253,1259,138,457,128,76,103,150,0,104,24,24,50,6,560,189,221,150,177,29,30,0,12,106
95GG19S2,2563,479,152,327,1835,88,638,130,111,243,154,2,197,52,59,76,10,910,244,503,163,249,83,73,0,0,93
95GG20S1,2698,616,172,444,1507,86,554,158,129,153,114,0,269,144,60,52,13,598,223,249,126,575,73,84,19,19,380
